intrinsic_dim,observed_dim,model,n,test_mean,test_std,train_mean,train_std,gap_mean,gap_std,snr_mean,snr_std,contrast_mean,contrast_std,test_se,train_se,gap_se,test_ci_low,test_ci_high,train_ci_low,train_ci_high,gap_ci_low,gap_ci_high,snr_se,contrast_se,snr_ci_low,snr_ci_high,contrast_ci_low,contrast_ci_high
768,128,knn_k11,20,0.485,0.02220320823980965,0.6219375,0.017511626776756665,0.13693749999999996,0.024117567712528976,0.5626210285059041,0.004374017584162742,0.3702829764946373,0.007861880124395577,0.004964788294279782,0.003915718786943343,0.005392852085716889,0.4752690149432116,0.49473098505678836,0.614262691177591,0.629612308822409,0.12636750991199486,0.14750749008800507,0.0009780600652967298,0.0017579698389103013,0.5607040307779225,0.5645380262338857,0.3668373556103731,0.3737285973789015
768,256,knn_k11,20,0.45958333333333334,0.021424933553637407,0.59525,0.01365256546805949,0.13566666666666663,0.019646640859852443,1.5497059266125202,0.013664699387810742,0.24021992287527608,0.0038842531748211396,0.004790760783934938,0.0030528064453847256,0.0043931224492154974,0.4501934421968209,0.4689732244698458,0.5892664993670459,0.601233500632954,0.12705614666620427,0.144277186667129,0.003055519672324458,0.0008685454140719442,1.5437171080547643,1.555694745170276,0.23851757386369507,0.24192227188685708
768,512,knn_k11,20,0.4304166666666666,0.02069603883335681,0.5728125,0.016311946143495695,0.14239583333333328,0.0250645639253126,8.254693903428128,0.09528482395960623,0.15271784212896805,0.0022177747854661514,0.004627774969636127,0.0036474620422171913,0.005604606876338793,0.4213462277261798,0.4394871056071534,0.5656634743972543,0.5799615256027456,0.13141080385570925,0.1533808628109573,0.02130633435977802,0.0004959095179087327,8.212933488082964,8.296454318773293,0.15174585947386693,0.15368982478406917
768,768,knn_k11,20,0.41516666666666663,0.016221240857923293,0.557625,0.013542830584258142,0.1424583333333333,0.019886786659129508,1356884938598999.5,19681778784089.57,0.11376769338728902,0.0013979757753145988,0.0036271797237713488,0.0030282689794164396,0.004446820682384951,0.40805739440807476,0.4222759389252585,0.5516895928003438,0.5635604071996563,0.1337425647958588,0.1511741018708078,4400979527933.743,0.00031259688645014154,1348259018724249.2,1365510858473749.8,0.11315500348984675,0.1143803832847313
64,16,linear_svm,20,0.6824166666666667,0.027361960832235625,0.6896041666666666,0.021865850216759363,0.007187499999999965,0.017150794804524336,0.6003172846608384,0.023983072410539968,1.6081029281192785,0.049064869327457614,0.006118320441856557,0.004889352747050244,0.003835034305106663,0.6704247586006278,0.6944085747327056,0.6800210352824481,0.6991872980508851,-0.00032916723800909507,0.014704167238009025,0.005362778021926711,0.01097123831233396,0.5898062397378621,0.6108283295838148,1.586599301027104,1.629606555211453
64,32,linear_svm,20,0.7139166666666668,0.02596823858494599,0.7303958333333334,0.019019493597251937,0.016479166666666614,0.022574387672784593,1.8466153623181722,0.08100040211512703,0.9302305204793961,0.022776597648882065,0.005806674673187217,0.004252888058107734,0.005047786538677963,0.7025355843072199,0.7252977490261137,0.7220601727394422,0.7387314939272245,0.006585505050857808,0.02637282828247542,0.018112240533424178,0.005093002063906218,1.8111153708726608,1.8821153537636837,0.92024823643414,0.9402128045246523
64,64,linear_svm,20,0.7905833333333334,0.025324069174051864,0.8124791666666666,0.017624077160527673,0.021895833333333288,0.01868652755689248,17.084542671070473,0.8910970374033794,0.5726577940426866,0.009554729062992307,0.0056626340140086915,0.003940863457164135,0.004178434588063466,0.7794845706658764,0.8016820960007904,0.804755074290625,0.8202032590427083,0.013706101540728896,0.03008556512593768,0.1992553550182629,0.0021365023691443667,16.694002175234676,17.47508316690627,0.5684702493991636,0.5768453386862096
64,128,linear_svm,20,0.7846666666666666,0.02404673811632443,0.8242291666666667,0.016715539636843222,0.03956249999999996,0.018596828059884014,21.016396832658764,1.0811851324732202,0.36848865497854566,0.0049776199929813855,0.005377014106523667,0.003737708290857359,0.004158377170777618,0.7741277190178802,0.795205614315453,0.8169032584165863,0.8315550749167471,0.03141208074527583,0.04771291925472409,0.24176034524722356,0.0011130296670468403,20.542546555974205,21.490247109343322,0.36630711683113387,0.37067019312595745
64,256,linear_svm,20,0.7699166666666667,0.02389349540789331,0.8504375,0.018416118412892018,0.08052083333333329,0.018601446113531622,32.77282051036454,1.6598589869025588,0.23998098971791118,0.004284293303938163,0.005342747995212851,0.004117969265291209,0.004159409798965598,0.7594448805960495,0.7803884527372839,0.8423662802400292,0.8585087197599707,0.07236839012736072,0.08867327653930586,0.37115575277780544,0.0009579971063152898,32.04535523492004,33.50028578580904,0.23810331538953322,0.24185866404628914
64,512,linear_svm,20,0.718,0.018453355136383024,0.9193125,0.02437533737958145,0.20131249999999995,0.02815484121895073,105.84469602299575,5.236737259982265,0.15314449261382465,0.002236621958696584,0.0041262956497897345,0.0054504911355235715,0.006295613886128686,0.7099124605264121,0.7260875394735878,0.9086295373743738,0.9299954626256262,0.18897309678318772,0.21365190321681218,1.1709700493626332,0.0005001238739614289,103.54959472624499,108.1397973197465,0.15216424982086024,0.15412473540678906
64,768,linear_svm,20,0.6360833333333333,0.021159896693277468,0.9999583333333334,0.00018633899812499935,0.363875,0.021075392027737165,123920204458713.38,6014647357990.34,0.11365517530431964,0.0014025738362069284,0.0047314967403041435,4.166666666667044e-05,0.004712600922647743,0.6268095997223372,0.6453570669443295,0.9998766666666667,1.00004,0.3546383021916104,0.3731116978083896,1344916035315.5913,0.00031362504412213476,121284169029494.81,126556239887931.94,0.11304047021784025,0.11426988039079902
256,16,linear_svm,20,0.6796666666666666,0.016671928993798792,0.6935833333333333,0.017825604982228665,0.013916666666666624,0.018231074461572228,0.14508965029140222,0.0030281609694241232,1.5815172365596293,0.01870970147806351,0.0037279566546183766,0.003985926448032222,0.004076592179893587,0.6723598716236147,0.6869734617097186,0.6857709174951901,0.7013957491714765,0.005926545994075194,0.021906787339258056,0.0006771173774444001,0.00418361643436783,0.1437625002316112,0.14641680035119325,1.5733173483482683,1.5897171247709903
256,32,linear_svm,20,0.6966666666666667,0.018948992782873167,0.7185625,0.01771663891912469,0.021895833333333326,0.0183430372045877,0.3111405829979862,0.0069208201744225106,0.9217218495441288,0.016512252505870323,0.004237123596765731,0.00396156089559812,0.004101627810326581,0.6883619044170058,0.7049714289163275,0.7107978406446277,0.7263271593553723,0.013856642825093227,0.029935023841573427,0.0015475424370060683,0.0036922519064767284,0.3081073998214543,0.3141737661745181,0.9144850358074345,0.9289586632808232
256,64,linear_svm,20,0.7222500000000001,0.01828362479577052,0.7561666666666667,0.016018994573146688,0.033916666666666616,0.020475166815934632,0.7467804915607577,0.018359405393830474,0.57493568265313,0.010110651883837373,0.004088342791844359,0.003581956079675622,0.004578386485107776,0.7142368481279852,0.730263151872015,0.7491460327505024,0.7631873005828309,0.024943029155855376,0.042890304177477856,0.004105287848708124,0.0022608104909096673,0.7387341273772897,0.7548268557442256,0.5705044940909471,0.5793668712153129
256,128,linear_svm,20,0.75175,0.016957764872579297,0.8093125000000001,0.01606380905194371,0.05756249999999996,0.018757686046490734,2.407676399317274,0.0811977853436063,0.3706858504389475,0.005481571476549983,0.0037918715001545368,0.0035919769017722586,0.0041943461100552555,0.7443179318596972,0.7591820681403029,0.8022722252725265,0.8163527747274737,0.04934158162429166,0.06578341837570827,0.01815637676507398,0.0012257166445089655,2.3720899008577288,2.443262897776819,0.3682834458157099,0.37308825506218507
256,256,linear_svm,20,0.8007500000000001,0.02557796817849985,0.8914583333333332,0.011500619739212535,0.0907083333333333,0.020235772201924677,100.00714619242419,3.0452870487342283,0.23943256503598262,0.004371383635335877,0.0057194075573452135,0.002571616752025513,0.0045248562220704175,0.7895399611876035,0.8119600388123966,0.8864179644993633,0.8964987021673032,0.08183961513807528,0.09957705152859131,0.6809468851969449,0.0009774710964341174,98.67249029743817,101.3418020874102,0.23751672168697174,0.2413484083849935
256,512,linear_svm,20,0.7422500000000001,0.02081156757741329,0.9727499999999999,0.017762957547061618,0.23049999999999998,0.022097024885081917,330.6325019196439,10.051697554693465,0.15414315815318777,0.002321713889413253,0.004653607982142673,0.00397191805566727,0.004941044974354765,0.7331289283550004,0.7513710716449997,0.964965040610892,0.9805349593891077,0.22081555185026464,0.24018444814973533,2.2476279021563,0.0005191510081033463,326.22715123141757,335.03785260787026,0.15312562217730522,0.15516069412907033
256,768,linear_svm,20,0.68875,0.023656131828754583,1.0,0.0,0.3112499999999999,0.023656131828754586,461656492118958.6,13866296896369.633,0.11441384146391749,0.0018464665175411607,0.005289671885379166,0.0,0.005289671885379167,0.6783822431046568,0.6991177568953432,1.0,1.0,0.3008822431046567,0.3216177568953431,3100598245647.6855,0.0004128824651399343,455579319557489.2,467733664680428.06,0.11360459183224322,0.11522309109559176
768,16,linear_svm,20,0.6500833333333333,0.027896398769867846,0.6547916666666667,0.020937240877335197,0.004708333333333305,0.024575749647980868,0.059768921403582885,0.0004311528199790269,1.5967952908554153,0.03752770145602751,0.006237824397686601,0.004681709386300884,0.005495304681090174,0.6378571975138676,0.6623094691527991,0.645615516269517,0.6639678170638164,-0.006062463841603436,0.015479130508270045,9.640870141638337e-05,0.008391449149499535,0.059579960348806776,0.059957882458358994,1.5803480505223961,1.6132425311884344
768,32,linear_svm,20,0.6819166666666667,0.02517932759252509,0.6952708333333334,0.019988700664119383,0.013354166666666625,0.027313788409532285,0.12158051804504433,0.0007984500541308646,0.922615194653037,0.018843681361927257,0.005630268812462222,0.004469609346686613,0.006107548760676005,0.6708813397942408,0.6929519935390926,0.6865103990138276,0.7040312676528392,0.0013833710957416555,0.025324962237591595,0.0001785388597675,0.004213575247161516,0.12123058187990003,0.12193045421018862,0.9143565871686005,0.9308738021374735
