model,intrinsic_dim,observed_dim,n,test_accuracy_mean,test_accuracy_std,generalization_gap_mean,generalization_gap_std,snr_proxy_mean,snr_proxy_std,test_accuracy_se,generalization_gap_se,snr_proxy_se,test_accuracy_ci_low,test_accuracy_ci_high,generalization_gap_ci_low,generalization_gap_ci_high,snr_proxy_ci_low,snr_proxy_ci_high
logreg,64,768,20,0.64225,0.024178158187366808,0.35775,0.024178158187366842,123920204458713.38,6014647357990.34,0.005406400527769527,0.005406400527769535,1344916035315.5913,0.6316534549655717,0.6528465450344283,0.3471534549655717,0.3683465450344283,121284169029494.81,126556239887931.94
logreg,256,16,20,0.6784166666666667,0.01729918194327214,0.015604166666666638,0.019876940028159245,0.14508965029140222,0.0030281609694241232,0.0038682146780293415,0.004444618908765065,0.0006771173774444001,0.6708349658977292,0.6859983674356042,0.00689271360548711,0.024315619727846165,0.1437625002316112,0.14641680035119325
logreg,256,32,20,0.6961666666666667,0.019134030184754878,0.022874999999999972,0.018959068329689195,0.3111405829979862,0.0069208201744225106,0.0042784992176644766,0.0042393765575248436,0.0015475424370060683,0.6877808082000444,0.704552525133289,0.014565821947251279,0.031184178052748666,0.3081073998214543,0.3141737661745181
logreg,256,64,20,0.7215833333333334,0.018380919104726567,0.03681249999999993,0.0201126555798503,0.7467804915607577,0.018359405393830474,0.0041100984607093174,0.0044973265084585715,0.004105287848708124,0.713527540350343,0.7296391263163237,0.027997740043421128,0.04562725995657873,0.7387341273772897,0.7548268557442256
logreg,256,128,20,0.7471666666666666,0.014630937341311384,0.0629583333333333,0.016565978753058447,2.407676399317274,0.0811977853436063,0.0032715770469712293,0.0037042654605655887,0.01815637676507398,0.740754375654603,0.7535789576787303,0.055697973030624744,0.07021869363604186,2.3720899008577288,2.443262897776819
logreg,256,256,20,0.7868333333333333,0.023877734373897504,0.11410416666666665,0.019996927304168167,100.00714619242419,3.0452870487342283,0.005339223720871819,0.004471448879324163,0.6809468851969449,0.7763684548404245,0.797298211826242,0.10534012686319129,0.122868206470142,98.67249029743817,101.3418020874102
logreg,256,512,20,0.7356666666666667,0.027585062488865598,0.26283333333333336,0.025464471867395574,330.6325019196439,10.051697554693465,0.006168207488868301,0.005694029010662751,2.2476279021563,0.7235769799884848,0.7477563533448486,0.2516730364724344,0.27399363019423234,326.22715123141757,335.03785260787026
logreg,256,768,20,0.6879166666666666,0.019025029681605354,0.31208333333333327,0.019025029681605347,461656492118958.6,13866296896369.633,0.004254125964202075,0.004254125964202073,3100598245647.6855,0.6795785797768306,0.6962547535565027,0.3037452464434972,0.32042142022316933,455579319557489.2,467733664680428.06
logreg,768,16,20,0.6511666666666667,0.028521562582785362,0.0035208333333333146,0.024182343297107896,0.059768921403582885,0.0004311528199790269,0.006377615275962254,0.005407336346756965,9.640870141638337e-05,0.6386665407257807,0.6636667926075527,-0.007077545906310335,0.014119212572976965,0.059579960348806776,0.059957882458358994
logreg,768,32,20,0.6806666666666666,0.024734851232564067,0.016374999999999994,0.027122980427148117,0.12158051804504433,0.0007984500541308646,0.0055308808769357716,0.006064882798749947,0.0001785388597675,0.6698261401478726,0.6915071931854607,0.0044878297144500985,0.02826217028554989,0.12123058187990003,0.12193045421018862
logreg,768,64,20,0.7005,0.024429753692926902,0.0352708333333333,0.028240066760084573,0.2558005951858257,0.0017001916914361475,0.0054626589930961075,0.006314670896468135,0.00038017441968315725,0.6897931883735317,0.7112068116264684,0.022894078376255754,0.047647588290410846,0.2550554533232467,0.2565457370484047
logreg,768,128,20,0.7212500000000001,0.023760962382305434,0.060687499999999936,0.02329346335222655,0.5626210285059041,0.004374017584162742,0.00531311270976503,0.005208576748697869,0.0009780600652967298,0.7108362990888606,0.7316637009111395,0.05047868957255211,0.07089631042744776,0.5607040307779225,0.5645380262338857
logreg,768,256,20,0.7448333333333333,0.020646707962956264,0.11264583333333329,0.021476593320927644,1.5497059266125202,0.013664699387810742,0.004616744251675641,0.004802312259071216,0.003055519672324458,0.7357845146000491,0.7538821520666176,0.1032333013055537,0.12205836536111288,1.5437171080547643,1.555694745170276
logreg,768,512,20,0.73525,0.02260307772864167,0.26427083333333334,0.021984375681897525,8.254693903428128,0.09528482395960623,0.005054201830195432,0.004915855846761616,0.02130633435977802,0.7253437644128169,0.745156235587183,0.2546357558736806,0.2739059107929861,8.212933488082964,8.296454318773293
logreg,768,768,20,0.7323333333333333,0.01904442329080964,0.2676666666666666,0.019044423290809624,1356884938598999.5,19681778784089.57,0.00425846250705306,0.004258462507053056,4400979527933.743,0.7239867468195093,0.7406799198471573,0.25932008015284264,0.2760132531804906,1348259018724249.2,1365510858473749.8
mlp_base,64,16,20,0.6750833333333334,0.02778612447698116,0.031791666666666614,0.018930436627850208,0.6003172846608384,0.023983072410539968,0.006213166316180066,0.004232974314362495,0.005362778021926711,0.6629055273536204,0.6872611393130463,0.023495037010516126,0.0400882963228171,0.5898062397378621,0.6108283295838148
mlp_base,64,32,20,0.7046666666666667,0.02563007188431827,0.06340624999999997,0.02840922217207847,1.8466153623181722,0.08100040211512703,0.005731058300154177,0.0063524951964661685,0.018112240533424178,0.6934337923983644,0.7158995409349689,0.05095535941492628,0.07585714058507366,1.8111153708726608,1.8821153537636837
mlp_base,64,64,20,0.7791666666666667,0.02477087990419538,0.11721354166666662,0.03389050639017767,17.084542671070473,0.8910970374033794,0.005538937132826435,0.007578147608032828,0.1992553550182629,0.7683103498863268,0.7900229834470065,0.10236037235492228,0.13206671097841097,16.694002175234676,17.47508316690627
mlp_base,64,128,20,0.7705833333333334,0.024609672182137696,0.21157812499999995,0.035384051594294655,21.016396832658764,1.0811851324732202,0.005502889990324548,0.007912114468420266,0.24176034524722356,0.7597976689522973,0.7813689977143695,0.19607038064189622,0.22708586935810368,20.542546555974205,21.490247109343322
mlp_base,64,256,20,0.7433333333333334,0.01676288018351211,0.2559635416666667,0.016360184912046695,32.77282051036454,1.6598589869025588,0.0037482939589017225,0.0036582485587802827,0.37115575277780544,0.735986677173886,0.7506799894927808,0.24879337449145733,0.26313370884187604,32.04535523492004,33.50028578580904
mlp_base,64,512,20,0.6728333333333334,0.023062969990773546,0.32716666666666666,0.023062969990773563,105.84469602299575,5.236737259982265,0.005157036866240734,0.005157036866240738,1.1709700493626332,0.6627255410755015,0.6829411255911653,0.3170588744088348,0.33727445892449853,103.54959472624499,108.1397973197465
mlp_base,64,768,20,0.5771666666666666,0.025172504260804765,0.42283333333333334,0.025172504260804748,123920204458713.38,6014647357990.34,0.005628743069106255,0.0056287430691062505,1344916035315.5913,0.5661343302512184,0.5881990030821148,0.4118009969178851,0.4338656697487816,121284169029494.81,126556239887931.94
mlp_base,256,16,20,0.6753333333333333,0.018133681627202056,0.028104166666666625,0.01961543188738535,0.14508965029140222,0.0030281609694241232,0.004054814480076279,0.004386143910821064,0.0006771173774444001,0.6673858969523838,0.6832807697142829,0.019507324601457342,0.03670100873187591,0.1437625002316112,0.14641680035119325
mlp_base,256,32,20,0.6906666666666667,0.019973666874689107,0.07618229166666662,0.02275040051198605,0.3111405829979862,0.0069208201744225106,0.004466247689174061,0.005087144206014683,0.0015475424370060683,0.6819128211958855,0.6994205121374478,0.06621148902287785,0.0861530943104554,0.3081073998214543,0.3141737661745181
mlp_base,256,64,20,0.70775,0.018710435840907744,0.1333958333333333,0.04067322261650403,0.7467804915607577,0.018359405393830474,0.004183780642891815,0.009094809063448487,0.004105287848708124,0.699549789939932,0.715950210060068,0.11557000756897426,0.15122165909769233,0.7387341273772897,0.7548268557442256
mlp_base,256,128,20,0.7310833333333333,0.02131135792501707,0.23086979166666666,0.03415246072542903,2.407676399317274,0.0811977853436063,0.004765364501316703,0.007636722378095109,0.01815637676507398,0.7217432189107525,0.7404234477559141,0.21590181580560025,0.24583776752773306,2.3720899008577288,2.443262897776819
mlp_base,256,256,20,0.7685,0.024482360280664972,0.2311614583333333,0.02495878535729115,100.00714619242419,3.0452870487342283,0.005474422183720771,0.005580954069472939,0.6809468851969449,0.7577701325199072,0.7792298674800927,0.22022278835716633,0.24210012830950026,98.67249029743817,101.3418020874102
mlp_base,256,512,20,0.70975,0.029105951844056545,0.29025,0.029105951844056507,330.6325019196439,10.051697554693465,0.006508288687314579,0.006508288687314571,2.2476279021563,0.6969937541728635,0.7225062458271365,0.2774937541728634,0.3030062458271366,326.22715123141757,335.03785260787026
mlp_base,256,768,20,0.6298333333333332,0.025002339071861418,0.37016666666666664,0.025002339071861387,461656492118958.6,13866296896369.633,0.005590692976118113,0.005590692976118106,3100598245647.6855,0.6188755751001418,0.6407910915665247,0.35920890843347514,0.38112442489985815,455579319557489.2,467733664680428.06
mlp_base,768,16,20,0.6428333333333334,0.027652289648544784,0.02427604166666662,0.022228746743554996,0.059768921403582885,0.0004311528199790269,0.00618323993876599,0.004970498877321605,9.640870141638337e-05,0.630714183053352,0.6549524836133147,0.014533863867116272,0.03401821946621697,0.059579960348806776,0.059957882458358994
mlp_base,768,32,20,0.67125,0.02435648382040327,0.06354166666666664,0.032174589686447125,0.12158051804504433,0.0007984500541308646,0.005446275351529549,0.007194456968705941,0.0001785388597675,0.6605753003110021,0.6819246996889979,0.04944053100800299,0.07764280232533027,0.12123058187990003,0.12193045421018862
mlp_base,768,64,20,0.68975,0.022369014440013765,0.14261979166666663,0.0418022366177717,0.2558005951858257,0.0017001916914361475,0.005001863687754517,0.00934726426888684,0.00038017441968315725,0.6799463471720011,0.6995536528279989,0.12429915369964842,0.16094042963368485,0.2550554533232467,0.2565457370484047
mlp_base,768,128,20,0.7075833333333333,0.02329241399485255,0.2545520833333333,0.03179617913354826,0.5626210285059041,0.004374017584162742,0.005208342105255773,0.0071098417967374265,0.0009780600652967298,0.697374982807032,0.7177916838596347,0.24061679341172793,0.26848737325493865,0.5607040307779225,0.5645380262338857
mlp_base,768,256,20,0.7249166666666667,0.018221147985737037,0.27464062499999997,0.018402806310664183,1.5497059266125202,0.013664699387810742,0.004074372552419138,0.0041149925887407224,0.003055519672324458,0.7169308964639252,0.7329024368694081,0.26657523952606815,0.2827060104739318,1.5437171080547643,1.555694745170276
mlp_base,768,512,20,0.7185833333333334,0.01859286003939267,0.28141666666666665,0.018592860039392634,8.254693903428128,0.09528482395960623,0.004157489894422143,0.004157489894422135,0.02130633435977802,0.710434653140266,0.7267320135264007,0.2732679864735993,0.289565346859734,8.212933488082964,8.296454318773293
mlp_base,768,768,20,0.687,0.019290030149222,0.31299999999999994,0.01929003014922203,1356884938598999.5,19681778784089.57,0.00431338187016808,0.004313381870168087,4400979527933.743,0.6785457715344706,0.6954542284655295,0.3045457715344705,0.3214542284655294,1348259018724249.2,1365510858473749.8
mlp_reg,64,16,20,0.6745,0.028994353150568565,0.039197916666666624,0.03471167036305333,0.6003172846608384,0.023983072410539968,0.00648333446083065,0.007761765454435205,0.005362778021926711,0.6617926644567719,0.6872073355432281,0.023984856375973623,0.05441097695735962,0.5898062397378621,0.6108283295838148
mlp_reg,64,32,20,0.6949166666666666,0.025423172880233633,0.07919791666666662,0.04232909689872553,1.8466153623181722,0.08100040211512703,0.005684794276393152,0.00946507380917258,0.018112240533424178,0.6837744698849361,0.7060588634483972,0.060646372000688356,0.09774946133264488,1.8111153708726608,1.8821153537636837
mlp_reg,64,64,20,0.7706666666666667,0.02759036190729363,0.12972395833333328,0.06422102564585434,17.084542671070473,0.8910970374033794,0.0061693924748529305,0.014360257892888764,0.1992553550182629,0.758574657415955,0.7827586759173785,0.1015778528632713,0.15787006380339524,16.694002175234676,17.47508316690627
mlp_reg,64,128,20,0.768,0.023586347522956685,0.21405729166666662,0.03501793535540311,21.016396832658764,1.0811851324732202,0.005274067640226493,0.00783024838863746,0.24176034524722356,0.7576628274251561,0.7783371725748439,0.1987100048249372,0.22940457850839605,20.542546555974205,21.490247109343322
mlp_reg,64,256,20,0.7453333333333333,0.02009189414978875,0.24878124999999995,0.02488276835485679,32.77282051036454,1.6598589869025588,0.0044926841115657985,0.005563956150984039,0.37115575277780544,0.7365276724746643,0.7541389941920023,0.23787589594407124,0.2596866040559287,32.04535523492004,33.50028578580904
mlp_reg,64,512,20,0.6834166666666667,0.027441990917152416,0.3165833333333333,0.027441990917152416,105.84469602299575,5.236737259982265,0.00613621571286846,0.00613621571286846,1.1709700493626332,0.6713896838694445,0.6954436494638888,0.30455635053611113,0.3286103161305555,103.54959472624499,108.1397973197465
mlp_reg,64,768,20,0.5950833333333334,0.021112861577166846,0.40491666666666665,0.021112861577166818,123920204458713.38,6014647357990.34,0.0047209793686088485,0.004720979368608842,1344916035315.5913,0.5858302137708601,0.6043364528958067,0.3956635471041933,0.41416978622913997,121284169029494.81,126556239887931.94
