seed,intrinsic_dim,delta,ambient_dim,noise_sigma,observed_dim,model,train_accuracy,test_accuracy,generalization_gap,pca_explained_var,pca_total_var,pca_remaining_var,snr_proxy,nn_mean,far_mean,distance_contrast,best_val_accuracy,best_epoch
0,768,2.5,768,0.1,256,knn_k11,0.61625,0.44333333333333336,0.1729166666666666,844.236242881631,1395.7788657304268,551.5426228487958,1.5306817785378604,20.200975313992434,24.989255578812728,0.2370321328744775,,
0,768,2.5,768,0.1,256,mlp_base,0.9973958333333334,0.705,0.2923958333333334,844.236242881631,1395.7788657304268,551.5426228487958,1.5306817785378604,20.200975313992434,24.989255578812728,0.2370321328744775,0.71875,10.0
0,768,2.5,768,0.1,256,mlp_reg,0.9817708333333334,0.6983333333333334,0.2834375,844.236242881631,1395.7788657304268,551.5426228487958,1.5306817785378604,20.200975313992434,24.989255578812728,0.2370321328744775,0.7104166666666667,4.0
0,768,2.5,768,0.1,256,mlp_wide,1.0,0.7083333333333334,0.29166666666666663,844.236242881631,1395.7788657304268,551.5426228487958,1.5306817785378604,20.200975313992434,24.989255578812728,0.2370321328744775,0.7375,12.0
0,768,2.5,768,0.1,512,logreg,0.9995833333333334,0.7183333333333334,0.28125,1243.508851609283,1395.7788657304268,152.27001412114373,8.166472294538346,29.658005950087308,34.16698751168561,0.15203252602978962,,
0,768,2.5,768,0.1,512,linear_svm,0.9829166666666667,0.7066666666666667,0.27625,1243.508851609283,1395.7788657304268,152.27001412114373,8.166472294538346,29.658005950087308,34.16698751168561,0.15203252602978962,,
0,768,2.5,768,0.1,512,knn_k11,0.5841666666666666,0.44666666666666666,0.13749999999999996,1243.508851609283,1395.7788657304268,152.27001412114373,8.166472294538346,29.658005950087308,34.16698751168561,0.15203252602978962,,
0,768,2.5,768,0.1,512,mlp_base,1.0,0.73,0.27,1243.508851609283,1395.7788657304268,152.27001412114373,8.166472294538346,29.658005950087308,34.16698751168561,0.15203252602978962,0.70625,42.0
0,768,2.5,768,0.1,512,mlp_reg,1.0,0.7266666666666667,0.2733333333333333,1243.508851609283,1395.7788657304268,152.27001412114373,8.166472294538346,29.658005950087308,34.16698751168561,0.15203252602978962,0.74375,7.0
0,768,2.5,768,0.1,512,mlp_wide,1.0,0.73,0.27,1243.508851609283,1395.7788657304268,152.27001412114373,8.166472294538346,29.658005950087308,34.16698751168561,0.15203252602978962,0.7125,7.0
0,768,2.5,768,0.1,768,logreg,1.0,0.6966666666666667,0.30333333333333334,1395.7788657304275,1395.7788657304268,1e-12,1395778865730427.5,37.09434440931792,41.23416463223462,0.11160246363261765,,
0,768,2.5,768,0.1,768,linear_svm,1.0,0.72,0.28,1395.7788657304275,1395.7788657304268,1e-12,1395778865730427.5,37.09434440931792,41.23416463223462,0.11160246363261765,,
